Adm_No,Name,Class,Gender,Subject,Marks,Percentage,Term
5714,Student_5714,II,Female,English,55.0,44.2,Final
5715,Student_5715,III,Male,English,59.3,48.3,Mid
5716,Student_5716,I,Female,English,40.7,41.9,Final
5717,Student_5717,II,Male,English,100.0,85.0,Mid
5718,Student_5718,III,Other,English,83.6,80.5,Final
5719,Student_5719,I,Other,English,57.5,50.9,Mid
5720,Student_5720,II,Other,English,53.6,53.6,Final
5721,Student_5721,III,Female,English,21.6,38.9,Mid
5722,Student_5722,I,Other,English,58.5,48.5,Final
5723,Student_5723,II,Female,English,53.5,52.3,Mid
5724,Student_5724,III,Female,English,87.8,100.0,Final
5725,Student_5725,I,Other,English,58.7,53.6,Mid
5726,Student_5726,II,Male,English,48.0,43.3,Final
5727,Student_5727,III,Other,English,65.1,63.2,Mid
5728,Student_5728,I,Other,English,37.6,38.9,Final
5729,Student_5729,II,Female,English,74.8,73.6,Mid
5730,Student_5730,III,Male,English,70.9,74.4,Final
5731,Student_5731,I,Other,English,31.9,29.7,Mid
5732,Student_5732,II,Male,English,77.4,81.9,Final
5733,Student_5733,III,Other,English,38.9,45.0,Mid
5734,Student_5734,I,Other,English,44.2,48.5,Final
5735,Student_5735,II,Female,English,86.7,77.0,Mid
5736,Student_5736,III,Female,English,73.7,77.4,Final
5737,Student_5737,I,Male,English,48.3,47.4,Mid
5738,Student_5738,II,Female,English,41.7,56.5,Final
5739,Student_5739,III,Male,English,97.8,94.8,Mid
5740,Student_5740,I,Other,English,97.6,88.7,Final
5741,Student_5741,II,Female,English,78.6,73.2,Mid
5742,Student_5742,III,Male,English,60.4,67.0,Final
5743,Student_5743,I,Other,English,76.1,73.3,Mid
5744,Student_5744,II,Male,English,59.6,64.9,Final
5745,Student_5745,III,Female,English,29.2,25.6,Mid
5746,Student_5746,I,Male,English,45.3,53.4,Final
5747,Student_5747,II,Male,English,72.3,60.9,Mid
5748,Student_5748,III,Male,English,94.4,81.4,Final
5749,Student_5749,I,Male,English,83.6,85.1,Mid
5750,Student_5750,II,Other,English,63.9,70.0,Final
5751,Student_5751,III,Other,English,65.0,79.8,Mid
5752,Student_5752,I,Other,English,74.8,51.1,Final
5753,Student_5753,II,Other,English,80.9,76.3,Mid
5754,Student_5754,III,Female,English,97.5,100.0,Final
5755,Student_5755,I,Female,English,75.1,79.7,Mid
5756,Student_5756,II,Male,English,75.0,85.5,Final
5757,Student_5757,III,Other,English,92.7,84.0,Mid
5758,Student_5758,I,Female,English,34.0,29.5,Final
5759,Student_5759,II,Female,English,58.2,63.2,Mid
5760,Student_5760,III,Male,English,66.8,62.6,Final
5761,Student_5761,I,Female,English,72.9,66.5,Mid
5762,Student_5762,II,Other,English,92.7,89.5,Final
5763,Student_5763,III,Female,English,65.5,47.3,Mid
5764,Student_5764,I,Female,English,49.4,52.5,Final
5765,Student_5765,II,Other,English,43.3,57.8,Mid
5766,Student_5766,III,Male,English,40.2,36.0,Final
5767,Student_5767,I,Other,English,67.7,70.2,Mid
5768,Student_5768,II,Other,English,40.6,40.6,Final
5769,Student_5769,III,Female,English,44.1,38.2,Mid
5770,Student_5770,I,Other,English,54.6,65.0,Final
5771,Student_5771,II,Male,English,44.6,59.4,Mid
5772,Student_5772,III,Male,English,84.0,75.8,Final
5773,Student_5773,I,Male,English,37.8,35.7,Mid
5774,Student_5774,II,Female,English,100.0,100.0,Final
5775,Student_5775,III,Other,English,51.9,42.9,Mid
5776,Student_5776,I,Female,English,78.2,75.6,Final
5777,Student_5777,II,Other,English,73.8,86.1,Mid
5778,Student_5778,III,Male,English,100.0,94.7,Final
5779,Student_5779,I,Other,English,50.0,70.1,Mid
5780,Student_5780,II,Male,English,56.9,57.5,Final
5781,Student_5781,III,Female,English,66.3,77.0,Mid
5782,Student_5782,I,Other,English,77.3,76.9,Final
5783,Student_5783,II,Other,English,93.2,91.3,Mid
5784,Student_5784,III,Other,English,44.4,52.5,Final
5785,Student_5785,I,Female,English,82.6,93.3,Mid
5786,Student_5786,II,Female,English,96.0,100.0,Final
5787,Student_5787,III,Female,English,67.3,66.7,Mid
5788,Student_5788,I,Female,English,91.6,86.1,Final
5789,Student_5789,II,Other,English,66.6,61.9,Mid
5790,Student_5790,III,Female,English,40.6,45.3,Final
5791,Student_5791,I,Female,English,53.4,60.8,Mid
5792,Student_5792,II,Female,English,73.2,59.0,Final
5793,Student_5793,III,Male,English,58.1,72.8,Mid
5794,Student_5794,I,Male,English,59.1,51.7,Final
5795,Student_5795,II,Female,English,63.8,71.0,Mid
5796,Student_5796,III,Female,English,56.6,53.9,Final
5797,Student_5797,I,Female,English,92.2,78.8,Mid
5798,Student_5798,II,Other,English,87.1,87.3,Final
5799,Student_5799,III,Other,English,33.8,28.1,Mid
5800,Student_5800,I,Other,English,88.0,86.4,Final
5801,Student_5801,II,Female,English,58.7,56.1,Mid
5802,Student_5802,III,Other,English,56.3,55.6,Final
5803,Student_5803,I,Other,English,100.0,100.0,Mid
5804,Student_5804,II,Male,English,27.4,32.5,Final
5805,Student_5805,III,Female,English,23.1,27.2,Mid
5806,Student_5806,I,Female,English,67.7,74.8,Final
5807,Student_5807,II,Other,English,61.7,53.2,Mid
5808,Student_5808,III,Female,English,93.0,69.4,Final
5809,Student_5809,I,Male,English,71.8,60.9,Mid
5810,Student_5810,II,Male,English,46.6,38.8,Final
5811,Student_5811,III,Male,English,37.6,43.8,Mid
5812,Student_5812,I,Male,English,59.8,78.2,Final
5813,Student_5813,II,Male,English,43.5,65.9,Mid
5814,Student_5814,III,Other,English,34.3,61.1,Final
5815,Student_5815,I,Female,English,82.8,82.4,Mid
5816,Student_5816,II,Other,English,38.9,46.4,Final
5817,Student_5817,III,Other,English,50.2,47.3,Mid
5818,Student_5818,I,Female,English,99.8,93.7,Final
5819,Student_5819,II,Female,English,86.5,90.6,Mid
5820,Student_5820,III,Male,English,67.3,74.8,Final
5821,Student_5821,I,Other,English,74.9,61.9,Mid
5822,Student_5822,II,Female,English,100.0,94.4,Final
5823,Student_5823,III,Other,English,84.5,83.6,Mid
5824,Student_5824,I,Male,English,59.7,57.6,Final
5825,Student_5825,II,Male,English,75.1,65.8,Mid
5826,Student_5826,III,Male,English,37.6,42.1,Final
5827,Student_5827,I,Other,English,95.3,85.0,Mid
5828,Student_5828,II,Female,English,88.7,81.9,Final
5829,Student_5829,III,Male,English,65.3,49.8,Mid
5830,Student_5830,I,Male,English,65.8,49.6,Final
5831,Student_5831,II,Female,English,90.2,82.9,Mid
5832,Student_5832,III,Other,English,53.9,41.8,Final
5833,Student_5833,I,Other,English,74.5,74.0,Mid
5834,Student_5834,II,Female,English,73.2,65.1,Final
5835,Student_5835,III,Other,English,70.3,82.9,Mid
5836,Student_5836,I,Male,English,66.1,52.6,Final
5837,Student_5837,II,Other,English,73.8,71.6,Mid
5838,Student_5838,III,Male,English,39.1,49.6,Final
5839,Student_5839,I,Female,English,91.8,82.8,Mid
5840,Student_5840,II,Other,English,52.1,39.9,Final
5841,Student_5841,III,Other,English,72.8,70.1,Mid
5842,Student_5842,I,Male,English,66.0,68.1,Final
5843,Student_5843,II,Female,English,69.0,88.1,Mid
5844,Student_5844,III,Male,English,45.6,45.8,Final
5845,Student_5845,I,Male,English,54.4,37.8,Mid
5846,Student_5846,II,Female,English,80.6,85.7,Final
5847,Student_5847,III,Female,English,41.5,46.4,Mid
5848,Student_5848,I,Male,English,55.9,44.1,Final
5849,Student_5849,II,Other,English,35.3,49.7,Mid
5850,Student_5850,III,Female,English,73.8,78.8,Final
5851,Student_5851,I,Female,English,72.8,65.3,Mid
5852,Student_5852,II,Female,English,86.4,78.1,Final
5853,Student_5853,III,Female,English,62.7,74.1,Mid
5854,Student_5854,I,Male,English,83.6,74.6,Final
5855,Student_5855,II,Female,English,61.1,52.4,Mid
5856,Student_5856,III,Other,English,48.4,54.5,Final
5857,Student_5857,I,Female,English,88.7,88.2,Mid
5858,Student_5858,II,Female,English,80.6,71.0,Final
5859,Student_5859,III,Other,English,35.3,37.2,Mid
5860,Student_5860,I,Female,English,71.1,86.4,Final
5861,Student_5861,II,Male,English,54.3,46.6,Mid
5862,Student_5862,III,Male,English,77.7,64.7,Final
5863,Student_5863,I,Other,English,66.4,63.1,Mid
5864,Student_5864,II,Female,English,86.7,90.4,Final
5865,Student_5865,III,Female,English,29.2,28.6,Mid
5866,Student_5866,I,Male,English,41.7,50.7,Final
5867,Student_5867,II,Male,English,38.6,57.1,Mid
5868,Student_5868,III,Female,English,98.7,90.1,Final
5869,Student_5869,I,Other,English,65.5,55.4,Mid
5870,Student_5870,II,Male,English,66.8,58.0,Final
5871,Student_5871,III,Female,English,99.4,98.2,Mid
5872,Student_5872,I,Other,English,91.1,76.4,Final
5873,Student_5873,II,Male,English,52.7,51.4,Mid
5874,Student_5874,III,Male,English,59.3,57.9,Final
5875,Student_5875,I,Male,English,51.4,83.6,Mid
5876,Student_5876,II,Other,English,57.1,59.6,Final
5877,Student_5877,III,Female,English,4.3,24.1,Mid
5878,Student_5878,I,Other,English,88.4,74.5,Final
5879,Student_5879,II,Other,English,91.5,90.8,Mid
5880,Student_5880,III,Female,English,79.0,65.6,Final
5881,Student_5881,I,Male,English,63.4,74.7,Mid
5882,Student_5882,II,Male,English,56.2,55.8,Final
5883,Student_5883,III,Female,English,44.0,48.2,Mid
5884,Student_5884,I,Female,English,59.8,82.4,Final
5885,Student_5885,II,Male,English,95.0,81.6,Mid
5886,Student_5886,III,Other,English,64.4,54.6,Final
5887,Student_5887,I,Male,English,79.0,76.3,Mid
5888,Student_5888,II,Female,English,33.9,26.9,Final
5889,Student_5889,III,Other,English,46.0,53.8,Mid
5890,Student_5890,I,Female,English,43.1,55.1,Final
5891,Student_5891,II,Other,English,79.3,86.7,Mid
5892,Student_5892,III,Male,English,70.3,78.3,Final
5893,Student_5893,I,Other,English,67.4,70.1,Mid
5894,Student_5894,II,Other,English,72.1,69.7,Final
5895,Student_5895,III,Other,English,83.1,85.5,Mid
5896,Student_5896,I,Male,English,66.2,49.3,Final
5897,Student_5897,II,Male,English,19.2,35.4,Mid
5898,Student_5898,III,Male,English,87.3,80.4,Final
5899,Student_5899,I,Other,English,65.9,73.8,Mid
5900,Student_5900,II,Male,English,53.7,57.3,Final
5901,Student_5901,III,Female,English,62.5,45.8,Mid
5902,Student_5902,I,Female,English,79.5,84.7,Final
5903,Student_5903,II,Other,English,38.7,44.6,Mid
5904,Student_5904,III,Other,English,52.4,57.8,Final
5905,Student_5905,I,Male,English,63.0,65.3,Mid
5906,Student_5906,II,Other,English,66.8,66.5,Final
5907,Student_5907,III,Male,English,50.0,51.6,Mid
5908,Student_5908,I,Male,English,59.6,77.8,Final
5909,Student_5909,II,Male,English,85.8,95.2,Mid
5910,Student_5910,III,Female,English,82.3,72.2,Final
5911,Student_5911,I,Female,English,70.8,61.9,Mid
5912,Student_5912,II,Other,English,99.6,97.3,Final
5913,Student_5913,III,Other,English,47.7,52.2,Mid
5914,Student_5914,I,Female,English,31.8,31.4,Final
5915,Student_5915,II,Female,English,53.1,60.9,Mid
5916,Student_5916,III,Male,English,60.6,48.3,Final
5917,Student_5917,I,Other,English,55.9,45.4,Mid
5918,Student_5918,II,Female,English,99.4,97.5,Final
5919,Student_5919,III,Other,English,35.1,41.3,Mid
5920,Student_5920,I,Female,English,52.9,48.7,Final
5921,Student_5921,II,Other,English,100.0,94.9,Mid
5922,Student_5922,III,Other,English,43.8,42.8,Final
5923,Student_5923,I,Other,English,76.7,85.6,Mid
5924,Student_5924,II,Female,English,100.0,93.1,Final
5925,Student_5925,III,Male,English,55.7,49.4,Mid
5926,Student_5926,I,Male,English,36.3,46.7,Final
5927,Student_5927,II,Female,English,42.3,41.2,Mid
5928,Student_5928,III,Other,English,55.1,63.9,Final
5929,Student_5929,I,Other,English,52.0,55.0,Mid
5930,Student_5930,II,Male,English,89.9,92.4,Final
5931,Student_5931,III,Female,English,50.0,62.1,Mid
5932,Student_5932,I,Other,English,60.4,69.3,Final
5933,Student_5933,II,Male,English,100.0,92.0,Mid
5934,Student_5934,III,Female,English,23.3,41.4,Final
5935,Student_5935,I,Other,English,98.8,92.6,Mid
5936,Student_5936,II,Male,English,77.3,75.4,Final
5937,Student_5937,III,Male,English,93.6,83.7,Mid
5938,Student_5938,I,Female,English,67.9,81.1,Final
5939,Student_5939,II,Other,English,49.9,45.7,Mid
5940,Student_5940,III,Male,English,91.9,80.9,Final
5941,Student_5941,I,Other,English,100.0,72.9,Mid
5942,Student_5942,II,Male,English,73.6,69.7,Final
5943,Student_5943,III,Female,English,90.8,87.1,Mid
5944,Student_5944,I,Female,English,54.9,58.0,Final
5945,Student_5945,II,Male,English,91.7,77.5,Mid
5946,Student_5946,III,Other,English,44.1,51.6,Final
5947,Student_5947,I,Other,English,23.7,25.6,Mid
5948,Student_5948,II,Other,English,33.7,50.8,Final
5949,Student_5949,III,Male,English,31.8,48.9,Mid
5950,Student_5950,I,Female,English,46.1,52.3,Final
5951,Student_5951,II,Other,English,47.9,49.4,Mid
5952,Student_5952,III,Male,English,81.5,80.8,Final
5953,Student_5953,I,Female,English,57.4,80.9,Mid
5954,Student_5954,II,Female,English,86.2,78.1,Final
5955,Student_5955,III,Female,English,29.3,49.2,Mid
5956,Student_5956,I,Female,English,80.4,91.7,Final
5957,Student_5957,II,Other,English,74.8,77.3,Mid
5958,Student_5958,III,Male,English,100.0,98.6,Final
5959,Student_5959,I,Other,English,39.5,42.8,Mid
5960,Student_5960,II,Other,English,85.6,86.8,Final
5961,Student_5961,III,Male,English,23.3,46.0,Mid
5962,Student_5962,I,Other,English,49.7,42.4,Final
5963,Student_5963,II,Male,English,36.4,48.2,Mid
5964,Student_5964,III,Male,English,90.5,87.4,Final
5965,Student_5965,I,Female,English,47.9,37.1,Mid
5966,Student_5966,II,Other,English,58.0,65.4,Final
5967,Student_5967,III,Other,English,80.0,85.8,Mid
5968,Student_5968,I,Female,English,44.7,35.9,Final
5969,Student_5969,II,Other,English,41.9,40.9,Mid
5970,Student_5970,III,Male,English,89.0,82.9,Final
5971,Student_5971,I,Other,English,84.1,80.0,Mid
5972,Student_5972,II,Female,English,81.5,80.8,Final
5973,Student_5973,III,Male,English,77.5,80.0,Mid
5974,Student_5974,I,Male,English,48.9,48.3,Final
5975,Student_5975,II,Male,English,53.5,42.0,Mid
5976,Student_5976,III,Male,English,75.4,69.6,Final
5977,Student_5977,I,Male,English,88.1,100.0,Mid
5978,Student_5978,II,Other,English,36.8,51.7,Final
5979,Student_5979,III,Male,English,56.1,50.9,Mid
5980,Student_5980,I,Female,English,53.4,80.2,Final
5981,Student_5981,II,Other,English,36.4,51.5,Mid
5982,Student_5982,III,Male,English,30.6,40.8,Final
5983,Student_5983,I,Other,English,85.5,79.2,Mid
5984,Student_5984,II,Female,English,80.3,70.0,Final
5985,Student_5985,III,Male,English,84.0,85.5,Mid
5986,Student_5986,I,Other,English,50.4,57.7,Final
5987,Student_5987,II,Female,English,62.7,64.4,Mid
5988,Student_5988,III,Female,English,72.5,41.8,Final
5989,Student_5989,I,Other,English,70.9,62.4,Mid
5990,Student_5990,II,Other,English,34.7,42.6,Final
5991,Student_5991,III,Other,English,32.8,35.5,Mid
5992,Student_5992,I,Other,English,26.1,41.1,Final
5993,Student_5993,II,Male,English,63.5,63.5,Mid
5994,Student_5994,III,Female,English,57.9,63.4,Final
5995,Student_5995,I,Male,English,39.6,41.2,Mid
5996,Student_5996,II,Other,English,51.7,65.8,Final
5997,Student_5997,III,Other,English,42.5,38.5,Mid
5998,Student_5998,I,Female,English,38.2,35.3,Final
5999,Student_5999,II,Female,English,100.0,91.7,Mid
6000,Student_6000,III,Other,English,44.8,57.2,Final
6001,Student_6001,I,Male,English,73.7,80.8,Mid
6002,Student_6002,II,Female,English,58.9,49.7,Final
6003,Student_6003,III,Other,English,63.2,58.2,Mid
6004,Student_6004,I,Male,English,50.0,45.9,Final
6005,Student_6005,II,Other,English,58.1,53.0,Mid
6006,Student_6006,III,Male,English,81.1,73.6,Final
6007,Student_6007,I,Other,English,99.6,81.0,Mid
6008,Student_6008,II,Female,English,89.2,71.8,Final
6009,Student_6009,III,Other,English,36.1,40.5,Mid
6010,Student_6010,I,Other,English,73.7,66.0,Final
6011,Student_6011,II,Female,English,68.1,85.4,Mid
6012,Student_6012,III,Other,English,66.6,62.4,Final
6013,Student_6013,I,Female,English,66.6,63.0,Mid
6014,Student_6014,II,Female,English,72.1,68.6,Final
6015,Student_6015,III,Other,English,67.4,41.2,Mid
6016,Student_6016,I,Male,English,64.7,55.2,Final
6017,Student_6017,II,Female,English,42.8,42.1,Mid
6018,Student_6018,III,Male,English,49.9,68.2,Final
6019,Student_6019,I,Female,English,83.2,79.8,Mid
6020,Student_6020,II,Other,English,66.5,48.5,Final
6021,Student_6021,III,Male,English,33.6,56.8,Mid
6022,Student_6022,I,Female,English,81.2,74.9,Final
6023,Student_6023,II,Female,English,48.3,52.0,Mid
6024,Student_6024,III,Other,English,59.7,51.0,Final
6025,Student_6025,I,Male,English,49.7,57.0,Mid
6026,Student_6026,II,Male,English,23.2,27.6,Final
6027,Student_6027,III,Male,English,63.4,55.0,Mid
6028,Student_6028,I,Female,English,83.1,82.2,Final
6029,Student_6029,II,Female,English,67.6,60.4,Mid
6030,Student_6030,III,Other,English,55.9,48.1,Final
6031,Student_6031,I,Female,English,51.9,51.4,Mid
6032,Student_6032,II,Male,English,93.0,68.1,Final
6033,Student_6033,III,Other,English,45.8,51.3,Mid
6034,Student_6034,I,Male,English,98.4,93.1,Final
6035,Student_6035,II,Female,English,86.4,66.1,Mid
6036,Student_6036,III,Female,English,59.2,69.5,Final
6037,Student_6037,I,Male,English,27.0,27.7,Mid
6038,Student_6038,II,Female,English,100.0,94.3,Final
6039,Student_6039,III,Female,English,41.5,62.5,Mid
6040,Student_6040,I,Other,English,60.2,65.2,Final
6041,Student_6041,II,Male,English,94.1,87.3,Mid
6042,Student_6042,III,Other,English,52.5,41.6,Final
6043,Student_6043,I,Female,English,100.0,100.0,Mid
6044,Student_6044,II,Other,English,45.8,36.5,Final
6045,Student_6045,III,Male,English,83.8,83.1,Mid
6046,Student_6046,I,Male,English,78.1,85.5,Final
6047,Student_6047,II,Other,English,61.6,64.5,Mid
6048,Student_6048,III,Female,English,97.5,100.0,Final
6049,Student_6049,I,Male,English,28.5,24.8,Mid
6050,Student_6050,II,Other,English,71.7,69.1,Final
6051,Student_6051,III,Male,English,62.7,67.0,Mid
6052,Student_6052,I,Female,English,39.9,53.4,Final
6053,Student_6053,II,Other,English,81.2,65.4,Mid
6054,Student_6054,III,Other,English,74.1,66.9,Final
6055,Student_6055,I,Other,English,71.2,69.4,Mid
6056,Student_6056,II,Female,English,67.8,59.2,Final
6057,Student_6057,III,Male,English,66.4,57.0,Mid
6058,Student_6058,I,Male,English,51.9,48.2,Final
6059,Student_6059,II,Other,English,71.0,79.1,Mid
6060,Student_6060,III,Female,English,25.9,31.1,Final
6061,Student_6061,I,Male,English,63.0,49.1,Mid
6062,Student_6062,II,Other,English,86.8,98.9,Final
6063,Student_6063,III,Other,English,81.9,85.1,Mid
6064,Student_6064,I,Male,English,79.0,69.1,Final
6065,Student_6065,II,Other,English,44.9,52.3,Mid
6066,Student_6066,III,Female,English,64.6,64.7,Final
6067,Student_6067,I,Female,English,47.1,52.9,Mid
6068,Student_6068,II,Other,English,44.8,40.4,Final
6069,Student_6069,III,Male,English,86.1,98.7,Mid
6070,Student_6070,I,Male,English,49.1,40.6,Final
6071,Student_6071,II,Other,English,61.3,58.3,Mid
6072,Student_6072,III,Female,English,54.8,63.7,Final
6073,Student_6073,I,Male,English,78.4,92.4,Mid
6074,Student_6074,II,Other,English,81.0,70.7,Final
6075,Student_6075,III,Male,English,34.8,36.6,Mid
6076,Student_6076,I,Other,English,53.9,76.5,Final
6077,Student_6077,II,Male,English,79.8,85.4,Mid
6078,Student_6078,III,Female,English,100.0,86.4,Final
6079,Student_6079,I,Female,English,22.2,35.7,Mid
6080,Student_6080,II,Other,English,69.7,69.4,Final
6081,Student_6081,III,Female,English,91.6,83.4,Mid
6082,Student_6082,I,Other,English,39.7,45.6,Final
6083,Student_6083,II,Male,English,46.0,59.9,Mid
6084,Student_6084,III,Female,English,67.9,66.9,Final
6085,Student_6085,I,Other,English,70.2,73.0,Mid
6086,Student_6086,II,Male,English,42.0,48.3,Final
6087,Student_6087,III,Other,English,41.0,37.2,Mid
